Loyalty Number,Country,Province,City,Gender,Education,Salary,Salary_College,Marital Status,Loyalty Card,CLV,Enrollment Year,Enrollment Month,Cancelled
265836,Canada,Quebec,Montreal,Female,Bachelor,64692.0,0,Single,Star,4364.31,2013,6,0
474174,Canada,Ontario,Sudbury,Female,Doctor,218703.0,0,Married,Star,4365.26,2015,11,1
474172,Canada,Ontario,Toronto,Female,Bachelor,50951.0,0,Single,Star,4369.04,2015,5,1
202299,Canada,New Brunswick,Fredericton,Female,Doctor,245427.0,0,Married,Star,4373.36,2017,3,0
497467,Canada,Quebec,Montreal,Female,Doctor,245427.0,0,Married,Star,4373.36,2015,3,0
971902,Canada,Ontario,Toronto,Male,College,,1,Married,Star,4376.08,2014,1,1
134279,Canada,Ontario,Toronto,Male,Bachelor,78573.0,0,Divorced,Star,4376.36,2018,8,0
474757,Canada,New Brunswick,Fredericton,Male,Bachelor,78573.0,0,Divorced,Star,4376.36,2014,4,1
635225,Canada,British Columbia,Vancouver,Female,Bachelor,78573.0,0,Divorced,Star,4376.36,2015,3,0
980198,Canada,Quebec,Montreal,Female,Bachelor,78573.0,0,Divorced,Star,4376.36,2017,2,0
995693,Canada,Alberta,Calgary,Female,Bachelor,78573.0,0,Divorced,Star,4376.36,2018,5,0
861924,Canada,Nova Scotia,Halifax,Male,College,,1,Single,Star,4377.53,2013,9,0
639383,Canada,Ontario,Toronto,Female,Bachelor,46978.0,0,Married,Star,4381.18,2018,10,0
769731,Canada,Ontario,Toronto,Female,High School or Below,61040.0,0,Married,Star,4381.88,2016,3,0
884530,Canada,British Columbia,Vancouver,Female,High School or Below,61040.0,0,Married,Star,4381.88,2018,7,0
207372,Canada,Saskatchewan,Regina,Male,Bachelor,93733.0,0,Single,Star,4383.15,2017,12,0
236300,Canada,Ontario,Thunder Bay,Female,Bachelor,55522.0,0,Married,Star,4384.35,2015,8,1
543553,Canada,Ontario,Toronto,Female,Master,72027.0,0,Single,Star,4386.28,2018,11,0
639701,Canada,Ontario,Trenton,Female,Master,72027.0,0,Single,Star,4386.28,2012,4,0
998090,Canada,British Columbia,Dawson Creek,Male,Bachelor,51427.0,0,Married,Star,4389.28,2016,7,0
283747,Canada,Quebec,Tremblant,Male,College,,1,Divorced,Star,4389.95,2016,4,0
863122,Canada,Ontario,Toronto,Male,Bachelor,52922.0,0,Married,Star,4395.89,2018,5,0
816593,Canada,British Columbia,Victoria,Male,College,,1,Single,Star,4398.05,2015,11,0
440939,Canada,Manitoba,Winnipeg,Female,High School or Below,68812.0,0,Married,Star,4419.12,2016,9,0
531201,Canada,British Columbia,West Vancouver,Female,College,,1,Married,Star,4419.54,2012,8,0
585629,Canada,Quebec,Montreal,Male,College,,1,Single,Star,4423.69,2016,3,0
347932,Canada,New Brunswick,Fredericton,Male,Bachelor,78444.0,0,Married,Star,4425.75,2012,9,0
417886,Canada,British Columbia,Vancouver,Female,Bachelor,91100.0,0,Married,Star,4425.91,2015,2,0
514900,Canada,Ontario,Toronto,Female,Bachelor,91100.0,0,Married,Star,4425.91,2018,7,0
203550,Canada,Quebec,Tremblant,Male,Bachelor,53610.0,0,Married,Star,4426.1,2013,11,0
181825,Canada,Alberta,Calgary,Female,Bachelor,74770.0,0,Married,Star,4428.03,2015,4,0
261582,Canada,New Brunswick,Fredericton,Male,Bachelor,74770.0,0,Married,Star,4428.03,2012,7,0
679859,Canada,British Columbia,Whistler,Female,Bachelor,74770.0,0,Married,Star,4428.03,2014,9,0
977693,Canada,Alberta,Calgary,Female,College,,1,Single,Nova,2887.74,2018,2,0
122958,Canada,Nova Scotia,Halifax,Male,Bachelor,49512.0,0,Married,Star,4430.57,2016,6,0
274698,Canada,British Columbia,Vancouver,Male,Bachelor,57188.0,0,Married,Star,4434.41,2013,9,1
443967,Canada,Alberta,Peace River,Female,High School or Below,73327.0,0,Single,Nova,3086.87,2018,3,0
652291,Canada,British Columbia,Vancouver,Female,Bachelor,96749.0,0,Divorced,Star,4439.9,2013,10,0
603775,Canada,Ontario,Ottawa,Male,College,,1,Married,Star,4443.63,2014,3,0
948404,Canada,Manitoba,Winnipeg,Female,Doctor,86499.0,0,Married,Star,4447.42,2014,12,0
605877,Canada,Ontario,Toronto,Female,College,,1,Married,Star,4455.84,2016,12,0
994377,Canada,British Columbia,Vancouver,Female,Bachelor,53530.0,0,Single,Star,4456.02,2013,12,0
766927,Canada,Ontario,Toronto,Male,Bachelor,71936.0,0,Divorced,Star,4457.94,2016,4,0
556492,Canada,Alberta,Edmonton,Male,College,,1,Single,Nova,3099.54,2018,3,0
702588,Canada,Alberta,Banff,Male,Master,94440.0,0,Divorced,Star,4458.11,2016,11,0
798248,Canada,British Columbia,Dawson Creek,Female,Master,94440.0,0,Divorced,Star,4458.11,2012,5,0
641448,Canada,British Columbia,Victoria,Male,Bachelor,83194.0,0,Married,Star,4462.45,2015,11,0
406047,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4463.0,2017,3,0
538902,Canada,British Columbia,Whistler,Female,College,,1,Single,Star,4463.0,2017,10,0
855602,Canada,Alberta,Banff,Male,Bachelor,60704.0,0,Single,Nova,3133.5,2018,3,0
883242,Canada,Ontario,Toronto,Male,College,,1,Single,Star,4463.0,2018,10,0
909134,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,4463.0,2016,5,0
294753,Canada,Ontario,Trenton,Female,College,,1,Single,Star,4463.61,2015,1,0
606076,Canada,Alberta,Banff,Female,Bachelor,77162.0,0,Married,Star,4465.34,2018,11,0
120613,Canada,Quebec,Hull,Female,College,,1,Single,Star,4466.1,2018,12,0
520094,Canada,Quebec,Hull,Female,Bachelor,52881.0,0,Married,Star,4466.98,2016,10,0
754539,Canada,Quebec,Tremblant,Male,College,,1,Single,Star,4467.71,2016,6,0
189611,Canada,British Columbia,Whistler,Male,College,,1,Single,Star,4468.22,2012,10,0
971599,Canada,Alberta,Banff,Male,College,,1,Single,Star,4468.51,2013,6,0
485189,Canada,Ontario,Ottawa,Male,College,,1,Single,Star,4471.75,2012,9,0
521384,Canada,British Columbia,Vancouver,Female,Bachelor,71069.0,0,Married,Star,4472.33,2016,1,0
128039,Canada,Saskatchewan,Regina,Male,Bachelor,94052.0,0,Married,Star,4474.48,2014,9,0
565133,Canada,Ontario,Toronto,Male,Bachelor,62202.0,0,Divorced,Star,4477.45,2013,4,0
947876,Canada,Ontario,Toronto,Male,Bachelor,101171.0,0,Married,Star,4479.02,2018,12,0
138746,Canada,British Columbia,Vancouver,Female,High School or Below,57020.0,0,Married,Star,4479.49,2012,12,0
564707,Canada,Ontario,Trenton,Female,High School or Below,57020.0,0,Married,Star,4479.49,2013,10,0
712114,Canada,Alberta,Banff,Female,Bachelor,87293.0,0,Married,Nova,3235.36,2018,4,0
174996,Canada,Saskatchewan,Regina,Female,College,,1,Single,Star,4488.13,2014,10,0
798854,Canada,British Columbia,Victoria,Female,College,,1,Married,Star,4491.91,2017,6,0
800075,Canada,Quebec,Montreal,Female,High School or Below,62621.0,0,Single,Star,4492.23,2016,2,0
410384,Canada,New Brunswick,Moncton,Male,College,,1,Single,Star,4492.52,2012,9,0
692304,Canada,Quebec,Tremblant,Female,College,,1,Single,Star,4492.52,2016,10,0
991672,Canada,Quebec,Montreal,Male,College,,1,Single,Star,4502.41,2017,4,0
344180,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,4502.67,2017,7,0
703338,Canada,Ontario,Trenton,Male,College,,1,Single,Star,4502.87,2018,11,0
922388,Canada,British Columbia,Dawson Creek,Female,Bachelor,91236.0,0,Married,Star,4505.4,2016,12,0
471018,Canada,Ontario,Sudbury,Female,Bachelor,50047.0,0,Married,Star,4505.84,2015,8,1
655743,Canada,Quebec,Montreal,Female,High School or Below,60806.0,0,Single,Star,4505.85,2013,7,0
787472,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4506.66,2017,9,0
667687,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4512.2,2018,11,0
348920,Canada,Quebec,Montreal,Male,Bachelor,95947.0,0,Married,Star,4515.18,2013,4,0
523394,Canada,British Columbia,West Vancouver,Male,Bachelor,95947.0,0,Married,Star,4515.18,2014,11,0
430521,Canada,Saskatchewan,Regina,Female,Bachelor,47639.0,0,Divorced,Star,4515.45,2018,12,0
981581,Canada,British Columbia,Dawson Creek,Female,High School or Below,71398.0,0,Married,Star,4517.91,2013,10,0
639510,Canada,Manitoba,Winnipeg,Female,College,,1,Single,Star,4518.02,2012,12,0
744675,Canada,Ontario,Kingston,Female,Bachelor,60757.0,0,Married,Star,4521.19,2015,2,0
289177,Canada,Ontario,Toronto,Male,Bachelor,55909.0,0,Married,Star,4525.28,2014,12,0
271641,Canada,Alberta,Edmonton,Male,College,,1,Married,Nova,3256.77,2018,3,1
357149,Canada,Quebec,Hull,Female,College,,1,Married,Star,4526.13,2016,5,0
876207,Canada,Quebec,Montreal,Female,Bachelor,99902.0,0,Married,Star,4526.95,2014,7,0
224384,Canada,Ontario,Toronto,Female,Bachelor,97789.0,0,Married,Star,4528.74,2013,4,0
650445,Canada,Ontario,Toronto,Female,Bachelor,79568.0,0,Married,Star,4529.06,2016,8,0
399982,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,4529.98,2013,6,0
228984,Canada,British Columbia,Kelowna,Male,Bachelor,57254.0,0,Married,Star,4530.53,2015,11,0
221388,Canada,Ontario,Sudbury,Male,College,,1,Married,Star,4531.37,2013,7,0
710053,Canada,Quebec,Montreal,Female,Bachelor,49253.0,0,Married,Star,4531.37,2016,6,0
591576,Canada,Quebec,Montreal,Female,College,,1,Single,Star,4531.68,2012,11,0
696577,Canada,Alberta,Edmonton,Female,Bachelor,58713.0,0,Single,Nova,3757.8,2018,4,0
836475,Canada,British Columbia,Vancouver,Female,Bachelor,75487.0,0,Married,Star,4540.38,2014,8,0
686223,Canada,Alberta,Banff,Male,Bachelor,33651.0,0,Married,Nova,3837.45,2018,4,0
450979,Canada,Quebec,Tremblant,Male,College,,1,Divorced,Star,4541.26,2018,11,0
392235,Canada,British Columbia,Vancouver,Female,Bachelor,53768.0,0,Single,Star,4542.41,2013,7,0
529218,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,4547.16,2015,2,0
549132,Canada,British Columbia,Dawson Creek,Female,Bachelor,56443.0,0,Married,Star,4547.89,2017,5,0
782523,Canada,Ontario,Toronto,Female,Bachelor,56443.0,0,Married,Star,4547.89,2018,9,0
566343,Canada,Quebec,Montreal,Male,College,,1,Married,Star,4548.29,2013,12,1
263729,Canada,Ontario,Trenton,Female,Bachelor,94208.0,0,Single,Star,4554.56,2014,3,1
326561,Canada,British Columbia,Vancouver,Female,Bachelor,94208.0,0,Single,Star,4554.56,2015,1,1
430880,Canada,Alberta,Calgary,Female,Bachelor,102644.0,0,Single,Nova,5272.19,2018,4,0
216652,Canada,Alberta,Edmonton,Male,Bachelor,73496.0,0,Married,Nova,5387.93,2018,2,1
561092,Canada,Quebec,Hull,Male,High School or Below,48849.0,0,Married,Star,4558.43,2018,11,0
234866,Canada,Nova Scotia,Halifax,Male,College,,1,Single,Star,4558.59,2014,8,0
721984,Canada,New Brunswick,Fredericton,Male,Bachelor,59500.0,0,Married,Star,4558.97,2017,3,0
772397,Canada,Ontario,Kingston,Male,High School or Below,80050.0,0,Married,Star,4561.27,2014,4,0
685792,Canada,British Columbia,Vancouver,Female,Bachelor,60582.0,0,Divorced,Star,4563.02,2016,7,1
344199,Canada,Ontario,Thunder Bay,Male,College,,1,Married,Star,4563.87,2012,7,0
909385,Canada,Ontario,Sudbury,Male,High School or Below,44510.0,0,Single,Star,4564.51,2016,3,0
211043,Canada,Yukon,Whitehorse,Female,College,,1,Single,Star,4566.12,2012,7,0
459801,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4568.82,2012,6,0
958243,Canada,Ontario,London,Male,College,,1,Married,Star,4569.88,2017,1,0
517758,Canada,Yukon,Whitehorse,Male,Doctor,269011.0,0,Divorced,Star,4570.67,2012,12,0
712062,Canada,Ontario,Kingston,Male,Doctor,269011.0,0,Divorced,Star,4570.67,2016,8,0
845945,Canada,British Columbia,Vancouver,Female,Bachelor,98851.0,0,Divorced,Star,4571.51,2014,1,0
324707,Canada,Quebec,Montreal,Male,College,,1,Married,Star,4572.04,2013,3,0
184635,Canada,Ontario,Toronto,Female,Bachelor,104581.0,0,Single,Star,4574.52,2014,10,0
947123,Canada,Quebec,Tremblant,Female,Bachelor,55985.0,0,Single,Star,4574.92,2017,11,1
432598,Canada,Ontario,Toronto,Female,Bachelor,67447.0,0,Married,Star,4576.76,2014,9,0
524483,Canada,British Columbia,Vancouver,Female,Bachelor,67447.0,0,Married,Star,4576.76,2014,12,0
413445,Canada,Quebec,Montreal,Female,Bachelor,68171.0,0,Divorced,Star,4582.16,2017,8,1
257575,Canada,Ontario,Toronto,Male,Bachelor,82460.0,0,Married,Star,4582.67,2016,6,0
352834,Canada,Ontario,Trenton,Male,High School or Below,58212.0,0,Married,Star,4582.69,2017,8,0
127590,Canada,Quebec,Montreal,Male,Bachelor,80927.0,0,Married,Star,4582.9,2017,4,0
846374,Canada,Ontario,Toronto,Male,Bachelor,48538.0,0,Married,Star,4583.1,2016,3,0
651054,Canada,Ontario,Toronto,Male,Bachelor,101280.0,0,Married,Star,4583.75,2018,5,0
674637,Canada,Alberta,Calgary,Female,Bachelor,83167.0,0,Married,Nova,5395.83,2018,3,0
130368,Canada,Ontario,Toronto,Male,Bachelor,92859.0,0,Married,Star,4591.63,2013,10,0
752331,Canada,Quebec,Montreal,Female,Bachelor,85766.0,0,Married,Star,4592.15,2015,3,0
986825,Canada,British Columbia,West Vancouver,Female,Bachelor,85766.0,0,Married,Star,4592.15,2013,9,0
882024,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,4594.26,2018,9,0
981343,Canada,Ontario,Trenton,Male,College,,1,Married,Star,4594.26,2012,10,0
101581,Canada,Ontario,Toronto,Male,Bachelor,87781.0,0,Married,Star,4595.46,2012,10,0
321557,Canada,British Columbia,Vancouver,Male,Bachelor,101826.0,0,Divorced,Star,4595.52,2013,12,1
390719,Canada,British Columbia,Vancouver,Female,Bachelor,69609.0,0,Married,Star,4598.24,2014,3,1
329358,Canada,Ontario,Ottawa,Male,Bachelor,89923.0,0,Single,Star,4599.76,2018,1,0
497494,Canada,Quebec,Montreal,Male,Bachelor,59207.0,0,Married,Star,4601.91,2016,7,0
821379,Canada,British Columbia,Victoria,Female,Bachelor,59207.0,0,Married,Star,4601.91,2017,9,1
361816,Canada,British Columbia,Victoria,Female,High School or Below,65673.0,0,Single,Star,4605.04,2014,3,0
517612,Canada,Ontario,Kingston,Male,High School or Below,65673.0,0,Single,Star,4605.04,2013,7,1
734192,Canada,Newfoundland,St. John's,Male,High School or Below,65673.0,0,Single,Star,4605.04,2016,1,0
774724,Canada,British Columbia,Vancouver,Female,High School or Below,65673.0,0,Single,Star,4605.04,2016,5,0
984824,Canada,Alberta,Edmonton,Female,Bachelor,94891.0,0,Married,Nova,5500.01,2018,4,0
906396,Canada,Ontario,Ottawa,Male,College,,1,Single,Star,4606.27,2016,1,0
722976,Canada,British Columbia,Whistler,Female,High School or Below,53315.0,0,Married,Star,4617.39,2016,10,0
747304,Canada,British Columbia,Vancouver,Male,Bachelor,62030.0,0,Divorced,Star,4617.84,2012,7,0
613804,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4620.39,2016,6,0
995877,Canada,Quebec,Hull,Male,College,,1,Single,Star,4623.54,2018,1,0
446968,Canada,British Columbia,Victoria,Male,Bachelor,102934.0,0,Single,Star,4623.62,2015,1,1
123928,Canada,Quebec,Tremblant,Male,Bachelor,52589.0,0,Divorced,Star,4624.56,2018,12,0
237105,Canada,New Brunswick,Moncton,Male,Bachelor,52589.0,0,Divorced,Star,4624.56,2017,11,0
395026,Canada,Ontario,Trenton,Male,College,,1,Married,Star,4624.62,2014,10,0
702493,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,4624.62,2017,2,1
894466,Canada,Ontario,Toronto,Female,Bachelor,80692.0,0,Married,Star,4625.55,2014,2,0
610393,Canada,Nova Scotia,Halifax,Male,Bachelor,90071.0,0,Divorced,Star,4626.8,2014,3,0
800726,Canada,Quebec,Montreal,Female,Bachelor,90071.0,0,Divorced,Star,4626.8,2017,2,0
111171,Canada,British Columbia,Whistler,Female,College,,1,Single,Star,4628.28,2015,2,0
133324,Canada,Alberta,Edmonton,Male,Bachelor,62527.0,0,Married,Nova,5759.91,2018,4,0
842064,Canada,Nova Scotia,Halifax,Male,College,,1,Single,Star,4630.36,2013,12,1
149542,Canada,Ontario,Toronto,Male,Bachelor,89094.0,0,Married,Star,4631.01,2014,10,1
779434,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,4633.1,2015,6,0
203184,Canada,Nova Scotia,Halifax,Female,Bachelor,53204.0,0,Married,Star,4633.55,2014,8,0
225077,Canada,Saskatchewan,Regina,Female,Master,123828.0,0,Married,Star,4636.55,2012,10,0
365816,Canada,Ontario,Toronto,Male,Master,123828.0,0,Married,Star,4636.55,2016,8,0
781463,Canada,Ontario,Toronto,Female,Master,123828.0,0,Married,Star,4636.55,2015,7,0
644786,Canada,New Brunswick,Fredericton,Male,Bachelor,102899.0,0,Married,Star,4637.03,2015,7,0
441440,Canada,Alberta,Edmonton,Female,Bachelor,50797.0,0,Single,Star,4637.16,2017,2,0
756791,Canada,Alberta,Edmonton,Female,College,,1,Single,Star,4639.04,2013,8,0
676676,Canada,Nova Scotia,Halifax,Female,College,,1,Single,Star,4642.02,2015,10,1
401858,Canada,Ontario,Toronto,Male,College,,1,Divorced,Star,4644.7,2017,8,1
819569,Canada,Quebec,Hull,Male,College,,1,Married,Star,4644.9,2015,4,0
428826,Canada,British Columbia,Vancouver,Male,Bachelor,63029.0,0,Single,Star,4645.57,2018,5,0
132563,Canada,Quebec,Tremblant,Male,College,,1,Single,Nova,5955.54,2018,4,0
518533,Canada,Quebec,Hull,Male,Bachelor,59369.0,0,Married,Star,4646.39,2018,5,0
568547,Canada,New Brunswick,Fredericton,Female,College,,1,Married,Star,4648.54,2016,2,0
761007,Canada,Ontario,Toronto,Female,Master,128352.0,0,Single,Star,4650.06,2012,10,0
830931,Canada,Ontario,Ottawa,Female,Bachelor,66731.0,0,Single,Star,4652.6,2013,2,0
229204,Canada,British Columbia,Vancouver,Female,College,,1,Married,Star,4652.89,2018,8,0
437269,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,4654.84,2016,3,1
202761,Canada,Manitoba,Winnipeg,Female,College,,1,Married,Star,4654.95,2013,1,1
723390,Canada,British Columbia,Vancouver,Female,Bachelor,54139.0,0,Divorced,Star,4655.21,2013,1,1
956005,Canada,Quebec,Quebec City,Male,Bachelor,96476.0,0,Divorced,Star,4655.61,2016,12,0
683361,Canada,Quebec,Montreal,Male,Bachelor,53178.0,0,Married,Star,4656.67,2017,11,0
370486,Canada,Ontario,Toronto,Female,Doctor,148510.0,0,Single,Star,4657.16,2017,7,0
279919,Canada,Ontario,Ottawa,Male,Bachelor,97643.0,0,Married,Star,4660.4,2016,9,0
635249,Canada,British Columbia,Vancouver,Male,College,,1,Married,Star,4665.13,2014,4,0
849415,Canada,Ontario,Toronto,Female,College,,1,Married,Star,4665.13,2014,9,0
334003,Canada,British Columbia,Victoria,Male,Bachelor,70874.0,0,Married,Star,4668.04,2013,6,0
256323,Canada,Quebec,Hull,Male,Bachelor,87635.0,0,Married,Star,4669.23,2014,11,0
553567,Canada,Quebec,Tremblant,Female,Bachelor,87635.0,0,Married,Star,4669.23,2017,3,1
612555,Canada,Quebec,Montreal,Female,Bachelor,87635.0,0,Married,Star,4669.23,2015,10,0
411242,Canada,Ontario,Toronto,Female,College,,1,Married,Star,4670.05,2012,5,0
353128,Canada,British Columbia,Vancouver,Female,Bachelor,83071.0,0,Divorced,Star,4670.06,2012,9,0
367961,Canada,Ontario,Ottawa,Male,College,,1,Divorced,Star,4670.95,2013,6,0
431899,Canada,Quebec,Tremblant,Male,College,,1,Single,Star,4671.42,2014,6,0
835491,Canada,Ontario,Toronto,Male,Bachelor,70850.0,0,Married,Star,4673.2,2016,9,0
791355,Canada,Alberta,Edmonton,Female,Bachelor,92717.0,0,Married,Star,4678.42,2015,9,0
331258,Canada,Nova Scotia,Halifax,Female,Doctor,105218.0,0,Married,Star,4681.53,2015,4,0
713329,Canada,Ontario,Toronto,Male,Bachelor,88748.0,0,Married,Star,4685.5,2017,3,0
422805,Canada,Quebec,Montreal,Male,Bachelor,74413.0,0,Married,Star,4686.47,2015,2,0
660376,Canada,Ontario,Ottawa,Male,Bachelor,74413.0,0,Married,Star,4686.47,2012,7,0
841677,Canada,Ontario,Kingston,Male,Bachelor,74413.0,0,Married,Star,4686.47,2017,9,0
871329,Canada,Nova Scotia,Halifax,Female,Bachelor,55795.0,0,Married,Star,4686.81,2013,6,1
626326,Canada,Quebec,Montreal,Female,Bachelor,92301.0,0,Single,Star,4692.05,2013,1,0
412854,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,4692.1,2017,4,0
686728,Canada,Quebec,Tremblant,Male,Bachelor,80816.0,0,Single,Nova,5989.77,2018,3,0
333621,Canada,Ontario,Toronto,Female,College,,1,Married,Star,4692.17,2013,6,0
270570,Canada,British Columbia,Vancouver,Female,College,,1,Single,Star,4692.66,2016,10,0
305171,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4697.15,2014,9,0
715668,Canada,Ontario,Ottawa,Female,High School or Below,73845.0,0,Married,Star,4698.35,2017,9,1
197529,Canada,Saskatchewan,Regina,Male,College,,1,Married,Star,4699.03,2018,12,0
496325,Canada,Ontario,Toronto,Male,Doctor,64828.0,0,Married,Star,4700.01,2012,8,0
873180,Canada,British Columbia,Vancouver,Male,Doctor,64828.0,0,Married,Star,4700.01,2017,12,1
630320,Canada,Ontario,Toronto,Male,Bachelor,88028.0,0,Married,Star,4700.58,2015,10,0
304944,Canada,Yukon,Whitehorse,Female,College,,1,Single,Star,4703.72,2014,1,0
615662,Canada,Ontario,Kingston,Male,College,,1,Single,Star,4703.72,2015,8,0
887192,Canada,Ontario,Thunder Bay,Male,College,,1,Married,Star,4704.18,2018,6,0
540497,Canada,Quebec,Quebec City,Female,College,,1,Single,Star,4705.59,2017,7,0
673061,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4706.68,2016,9,1
534794,Canada,Manitoba,Winnipeg,Male,Bachelor,66905.0,0,Married,Star,4708.2,2012,5,0
336341,Canada,Ontario,Toronto,Female,College,,1,Single,Star,4709.52,2012,11,0
465530,Canada,Quebec,Hull,Female,Doctor,96694.0,0,Married,Star,4711.08,2013,9,0
600598,Canada,New Brunswick,Fredericton,Male,College,,1,Single,Star,4711.85,2015,12,0
724720,Canada,British Columbia,West Vancouver,Male,College,,1,Single,Star,4713.4,2014,10,0
627489,Canada,Manitoba,Winnipeg,Male,College,,1,Married,Star,4715.29,2013,8,0
264064,Canada,Saskatchewan,Regina,Male,College,,1,Married,Star,4715.47,2017,7,1
740762,Canada,Ontario,Toronto,Male,Bachelor,97502.0,0,Married,Star,4719.45,2015,11,0
527622,Canada,Ontario,Toronto,Male,Bachelor,59023.0,0,Married,Star,4719.76,2016,2,0
984636,Canada,Alberta,Calgary,Female,Bachelor,59023.0,0,Married,Star,4719.76,2014,3,0
110691,Canada,British Columbia,Vancouver,Male,College,,1,Single,Star,4722.24,2015,5,0
737791,Canada,Ontario,Toronto,Male,College,,1,Single,Star,4722.24,2014,1,0
219413,Canada,Ontario,Ottawa,Male,Bachelor,47673.0,0,Married,Star,4723.82,2017,4,0
